Type,ID,Name,Address,Category,Price,AreaCode,Dates,Description
Accommodation,2671267,가락청,전북특별자치도 전주시 완산구 한지길 68 (풍남동3가),B02011600,64000,37,N/A,N/A
Accommodation,2627867,가람나무,경기도 파주시 소라지로327번길 126-21 (송촌동),B02011600,63000,31,N/A,N/A
Accommodation,1865597,가람초연재,경상북도 안동시 풍천면 하회종가길 76-6 null,B02011600,119000,35,N/A,N/A
Accommodation,1896032,가름게스트하우스,제주특별자치도 서귀포시 법환하로9번길 10 null,Guesthouse,160000,39,N/A,N/A
Accommodation,582215,가리왕산이야기 펜션,강원특별자치도 정선군 정선읍 청량길 32 null,Guesthouse,187000,32,N/A,N/A
Accommodation,2950408,가비원모텔[한국관광 품질인증/Korea Quality],경상남도 하동군 화개로 13 null,B02010900,240000,36,N/A,N/A
Accommodation,136485,가야호텔,경상북도 성주군 수륜면 가야산식물원길 52 null,Hotel,118000,35,N/A,N/A
Accommodation,2707444,가영당,충청북도 청주시 청원구 오창읍 미래지로 71-54 null,B02011600,178000,33,N/A,N/A
Accommodation,2593271,가은채,전북특별자치도 전주시 완산구 한지길 68-13 (풍남동3가),B02011600,218000,37,N/A,N/A
Accommodation,2593272,가은채2,전북특별자치도 전주시 완산구 한지길 100-20 (풍남동3가) null,B02011600,212000,37,N/A,N/A
Accommodation,2376711,가을동화펜션,강원특별자치도 평창군 봉평면 흥정계곡길 72 null,Guesthouse,174000,32,N/A,N/A
Accommodation,2708335,가재와곰펜션,강원특별자치도 평창군 봉평면 흥정계곡4길 212-27 null,Guesthouse,141000,32,N/A,N/A
Accommodation,1351349,가족사랑바다체험펜션,경상남도 남해군 삼동면 죽방로 495 null,Guesthouse,127000,36,N/A,N/A
Accommodation,3102216,가평 가둘기정원 키즈풀빌라 가족 스파 온수수영장 펜션,경기도 가평군 북면 꽃넘이길 115-82 가둘기정원,Guesthouse,197000,,N/A,N/A
Accommodation,1979670,가평 하이랜드,경기도 가평군 북면 가화로 2369-19 null,B02010900,95000,31,N/A,N/A
Accommodation,2814152,가평미라몬티풀빌라펜션,경기도 가평군 가화로 1364-59 null,Guesthouse,86000,31,N/A,N/A
Accommodation,3532761,가평풀빌라스테이청평,경기도 가평군 청평면 호명리길 151 null,Guesthouse,191000,31,N/A,N/A
Accommodation,2579457,갈모봉 힐링스테이,경상남도 고성군 고성읍 이당5길 149-21 null,Guesthouse,112000,36,N/A,N/A
Accommodation,3533129,감성보다 양평서종점,경기도 양평군 서종면 당산공원길 21-52 null,B02011600,99000,31,N/A,N/A
Accommodation,1122064,강가에 하얀집 펜션,강원특별자치도 영월군 영월읍 선돌길 83-9 null,Guesthouse,188000,32,N/A,N/A
Accommodation,940259,강가의성,강원특별자치도 홍천군 북방면 굴지강변로 281 null,Guesthouse,65000,32,N/A,N/A
Accommodation,2574118,강남스테이힐(Gangnam Stay Hill),"서울특별시 강남구 테헤란로13길 65 (역삼동)1, 2층",Camping,234000,1,N/A,N/A
Accommodation,2650614,강남아르누보씨티호텔,서울특별시 서초구 서초대로74길 49 (서초동) null,Hotel,195000,1,N/A,N/A
Accommodation,2570638,강령전,전북특별자치도 전주시 완산구 태조로 26-24 (풍남동3가) null,B02011600,242000,37,N/A,N/A
Accommodation,2913612,강릉 로뎀나무 펜션,강원특별자치도 강릉시 해안로621번길 12 (안현동) null,Guesthouse,234000,32,N/A,N/A
Accommodation,2574326,개울한옥민박,전라남도 해남군 옥천면 도림길 81 null,B02011600,103000,38,N/A,N/A
Accommodation,3102050,객리당,전북특별자치도 전주시 완산구 태진로 26 (태평동) 2동,B02011600,215000,37,N/A,N/A
Accommodation,139867,갤러리&펜션 풍경소리,강원특별자치도 인제군 기린면 설피밭길 661 null,Guesthouse,144000,32,N/A,N/A
Accommodation,628541,갤러리하우스모텔,강원특별자치도 화천군 화천읍 중앙로2길 31-10 null,B02010900,72000,32,N/A,N/A
Accommodation,139224,갤럭시 모텔,강원특별자치도 정선군 사북읍 소금강로 3489 null,B02010900,145000,32,N/A,N/A
Accommodation,3105325,갬성하우스,"강원특별자치도 원주시 이화5길 34-7 (단계동) 201호, 갬성하우스",Guesthouse,53000,,N/A,N/A
Accommodation,2575042,갯내음 펜션,경상남도 통영시 산양읍 논아랫개길 134-51 null,Guesthouse,109000,36,N/A,N/A
Accommodation,945148,갯벌부흥펜션,충청남도 태안군 남면 진산1길 195-14 null,Guesthouse,85000,34,N/A,N/A
Accommodation,2593235,거목장민박,전라남도 해남군 삼산면 민박촌길 63 null,B02011600,211000,38,N/A,N/A
Accommodation,3438571,거북이 한옥,충청남도 보령시 절터길 41 (요암동) null,B02011600,137000,,N/A,N/A
Accommodation,3470382,거제 돔 관광호텔,경상남도 거제시 일운면 거제대로 2372 null,Hotel,128000,36,N/A,N/A
Accommodation,3470410,거제 선셋한옥&오션리조트,경상남도 거제시 하청면 연하해안로 1076-1 null,Guesthouse,121000,36,N/A,N/A
Accommodation,397642,거제 썬트리팜리조트,경상남도 거제시 남부면 거제대로 283 null,B02010600,156000,36,N/A,N/A
Accommodation,142984,거제관광호텔,경상남도 거제시 거제중앙로 1898-5 null,Hotel,210000,36,N/A,N/A
Accommodation,1855463,거제더비치펜션,경상남도 거제시 장목면 거제북로 2738-1 null,Guesthouse,115000,36,N/A,N/A
Accommodation,138703,거제도 펜션팔색조,경상남도 거제시 일운면 북병산로 460 null,Guesthouse,244000,36,N/A,N/A
Accommodation,139689,거제도섬마을펜션,경상남도 거제시 일운면 거제대로 1988-10 null,Guesthouse,110000,36,N/A,N/A
Accommodation,2578477,거제뷰골프텔,경상남도 거제시 거제면 두동로 259-80 null,Motel,227000,36,N/A,N/A
Accommodation,143125,거제삼성호텔,경상남도 거제시 장평3로 80-37 null,Hotel,107000,36,N/A,N/A
Accommodation,3044521,거제스테이,"경상남도 거제시 거제중앙로17길 5 (고현동) 거제스테이 3, 4, 5층",B02010900,191000,36,N/A,N/A
Accommodation,2578490,거제오션호텔,경상남도 거제시 옥포로2길 13 null,Hotel,60000,36,N/A,N/A
Accommodation,3103316,거창서핑파크,경상남도 거창군 위천면 거차1길 23-18 null,Guesthouse,231000,36,N/A,N/A
Accommodation,3438584,건축의 선율,전북특별자치도 전주시 완산구 최명희길 11-3 (풍남동3가) null,B02011600,165000,,N/A,N/A
Accommodation,2664520,게스트145,광주광역시 동구 구성로194번길 19 (대인동),Camping,54000,5,N/A,N/A
Accommodation,2569003,게스트하우스 play at home(플레이앳홈),경상북도 안동시 금곡길 21-8 (금곡동),Camping,208000,35,N/A,N/A
Accommodation,2600730,게스트하우스 리좀,경상남도 창원시 마산합포구 동서북14길 24 4층 (동성동),Camping,124000,36,N/A,N/A
Accommodation,3102121,게스트하우스 만나,대구광역시 중구 명륜로 121-37 (봉산동) null,Camping,180000,,N/A,N/A
Accommodation,3101943,게스트하우스 몽자,서울특별시 용산구 보광로50길 3 (이태원동) null,Camping,219000,,N/A,N/A
Accommodation,2569871,게스트하우스 소설여행,전북특별자치도 군산시 월명로 516-1 (신흥동),Camping,52000,37,N/A,N/A
Accommodation,2607620,게스트하우스강남,"서울특별시 강남구 압구정로34길 33 (신사동,현대맨션) 22-2-2",Camping,116000,1,N/A,N/A
Accommodation,3537620,게스트하우스아카펠라,강원특별자치도 강릉시 동부시장3길 7 (옥천동) null,Camping,210000,32,N/A,N/A
Accommodation,2570229,결성향교,충청남도 홍성군 결성면 홍남서로707번길 21-8 null,B02011600,104000,34,N/A,N/A
Accommodation,2609894,경기전 연가,전북특별자치도 전주시 완산구 어진길 82-6 (경원동2가),B02011600,64000,37,N/A,N/A
Accommodation,1144607,경원BIZ모텔,울산광역시 동구 녹수7길 58 (전하동),B02010900,129000,7,N/A,N/A
Accommodation,2475088,경원재 바이 워커힐,인천광역시 연수구 테크노파크로 200 null,Hotel,165000,2,N/A,N/A
Accommodation,2570570,경주 감포한옥펜션,경상북도 경주시 감포읍 감포로10길 40-11 null,B02011600,80000,35,N/A,N/A
Accommodation,2604602,경주 교동한옥집,경상북도 경주시 천원안길 21-6 (교동),B02011600,86000,35,N/A,N/A
Accommodation,3049913,경주 소울메이트,경상북도 경주시 태종로685번길 28 (노서동) null,B02010900,207000,,N/A,N/A
Accommodation,2662883,경주 오릉 한옥,경상북도 경주시 국당1길 15-1 (사정동),B02011600,137000,35,N/A,N/A
Accommodation,2663054,경주 춘추관,경상북도 경주시 대경로 4821-5 (서악동),B02011600,129000,35,N/A,N/A
Accommodation,2663296,경주 한옥(경주한옥펜션),경상북도 경주시 도초길 124-31 null,B02011600,112000,35,N/A,N/A
Accommodation,3102068,경주 황리단길 한옥 독채 풀빌라 무와,경상북도 경주시 첨성로49번길 32-2 (사정동) null,B02011600,124000,,N/A,N/A
Accommodation,2446529,경주수호정,경상북도 경주시 포석로1068번길 15-15 null,Camping,139000,35,N/A,N/A
Accommodation,912647,경주애견펜션 노비오스,경상북도 경주시 진티길 37-4 null,Guesthouse,139000,35,N/A,N/A
Accommodation,2706608,경주오릉한옥,경상북도 경주시 국당2길 12-17 (사정동) null,B02011600,150000,35,N/A,N/A
Accommodation,2700309,경주읍성한옥,경상북도 경주시 봉황로116번길 14-3 (북부동),B02011600,68000,35,N/A,N/A
Accommodation,2047199,경주천년한옥펜션,경상북도 경주시 시동로 86-61 (시래동),Guesthouse,70000,35,N/A,N/A
Accommodation,2603652,경주한옥,경상북도 경주시 도초길 124-31 (율동),B02011600,202000,35,N/A,N/A
Accommodation,2531357,경주한옥1번가,경상북도 경주시 천원1길 20 (탑동),B02011600,122000,35,N/A,N/A
Accommodation,3532956,경주황리단길숙소 한옥스테이 목화,경상북도 경주시 포석로1068번길 15-11 (황남동) null,B02011600,167000,35,N/A,N/A
Accommodation,1972448,경주휴원,경상북도 경주시 충효서악길 154 null,Camping,177000,35,N/A,N/A
Accommodation,3102224,경주힐스,경상북도 경주시 도초길 104-129 (율동) 경주힐스,Guesthouse,97000,,N/A,N/A
Accommodation,3534252,경포 그곳에가면,강원특별자치도 강릉시 해안로 381-2 (초당동) null,Guesthouse,243000,32,N/A,N/A
Accommodation,142816,경포 비치 관광 호텔,강원특별자치도 강릉시 해안로406번길 17 (강문동),Hotel,221000,32,N/A,N/A
Accommodation,138981,경포 수호텔 [한국관광 품질인증/Korea Quality],강원특별자치도 강릉시 창해로 439 (강문동),B02010900,146000,32,N/A,N/A
Accommodation,3534228,경포대 산호 펜션,강원특별자치도 강릉시 해안로406번길 13-5 (강문동) null,Guesthouse,87000,32,N/A,N/A
Accommodation,3540838,경포대오션호텔,강원특별자치도 강릉시 해안로406번길 13-7 (강문동) null,B02010900,78000,32,N/A,N/A
Accommodation,2913606,경포도도애견펜션,강원특별자치도 강릉시 하남길 197-15 null,Guesthouse,136000,32,N/A,N/A
Accommodation,3547649,경포비치호텔,강원특별자치도 강릉시 해안로406번길 17 (강문동) null,Hotel,199000,32,N/A,N/A
Accommodation,596860,경포에메랄드,강원특별자치도 강릉시 해안로406번길 26 (강문동),Hotel,103000,32,N/A,N/A
Accommodation,973640,경포우성펜션,강원특별자치도 강릉시 경포로463번안길 9-3 null,Guesthouse,181000,32,N/A,N/A
Accommodation,3102215,경함정,경상북도 안동시 임하면 금소4길 23-4 null,B02011600,189000,,N/A,N/A
Accommodation,2738740,계곡과소나무 펜션,경기도 포천시 일동면 무리울길 299 null,Guesthouse,117000,31,N/A,N/A
Accommodation,397793,계룡산작은쉼터,충청남도 공주시 계룡면 되찬길 48-3 null,Guesthouse,186000,34,N/A,N/A
Accommodation,1867200,계림궁,경상북도 경주시 포석로 932 (탑동),Guesthouse,118000,35,N/A,N/A
Accommodation,2932873,계와고택,경상북도 안동시 금소중앙길 56-1 계와고택,B02011600,111000,35,N/A,N/A
Accommodation,3101964,고기리 다온스테이,경기도 용인시 수지구 호수로52번길 51 (고기동) 1동 1층 1호,B02011600,99000,,N/A,N/A
Accommodation,3533117,고대안풀빌라펜션,경상북도 경주시 감포읍 가래실길 135 null,Guesthouse,78000,35,N/A,N/A
Accommodation,143138,고려호텔,경기도 부천시 원미구 길주로 66 (상동) null,Hotel,135000,31,N/A,N/A
Accommodation,3044522,고려호텔,경상북도 안동시 영가로 13 (동부동) null,B02010900,229000,35,N/A,N/A
Accommodation,3532760,고립낙원,경상북도 청도군 풍각면 차산길 9-21 null,Guesthouse,183000,35,N/A,N/A
Accommodation,2681174,고선재,충청북도 청주시 상당구 남일면 윗고분터길 33-15 고선재,B02011600,131000,33,N/A,N/A
Accommodation,1990092,고성 최필간고택,경상남도 고성군 하일면 학동돌담길 55 (하일면),B02011600,141000,36,N/A,N/A
Accommodation,2597551,고성이씨 탑동종택,경상북도 안동시 임청각길 103 (법흥동),B02011600,209000,35,N/A,N/A
Accommodation,3540230,고심스테이,강원특별자치도 강릉시 사천면 너다리길 87 null,Guesthouse,100000,32,N/A,N/A
Accommodation,2818337,고양국제청소년문화센터 유스센터,경기도 고양시 일산동구 애니골길 97 고양국제청소년문화센터 null,B02010600,54000,31,N/A,N/A
Accommodation,2950469,고운[한국관광 품질인증/Korea Quality],서울특별시 종로구 북촌로12길 35-1 null,B02011600,193000,1,N/A,N/A
Accommodation,2651962,고유[한국관광 품질인증/Korea Quality],전북특별자치도 전주시 완산구 향교길 51-5 null,Camping,101000,37,N/A,N/A
Accommodation,2814167,고유한관광농원펜션,전라남도 고흥군 연강예회길 299-8 null,Guesthouse,160000,38,N/A,N/A
Accommodation,3533122,고은,"서울특별시 종로구 동숭4나길 25 (동숭동, 상일아트빌라) 101호",Camping,90000,1,N/A,N/A
Accommodation,2604533,고집불통송가네,전라남도 해남군 북평면 동해길 108-23 null,B02011600,228000,38,N/A,N/A
Accommodation,2903046,강릉 부띠끄호텔 봄봄[한국관광 품질인증/Korea Quality],강원특별자치도 강릉시 교동광장로100번길 19 null,Hotel,81000,32,N/A,N/A
Accommodation,3102100,강릉 스테이인옥,강원특별자치도 강릉시 칠성로711번길 18-4 (노암동) 스테이인옥,B02011600,99000,32,N/A,N/A
Accommodation,2398102,강릉ing게스트하우스,강원특별자치도 강릉시 용지각길 19 (포남동),B02010900,139000,32,N/A,N/A
Accommodation,3540781,강릉관광호텔,강원특별자치도 강릉시 금성로 62 (성내동) null,Hotel,183000,32,N/A,N/A
Accommodation,3534495,강릉바다 화이트비치,강원특별자치도 강릉시 사천면 진리해변길 83-1 null,Guesthouse,54000,32,N/A,N/A
Accommodation,1989501,강릉선교장[한국관광 품질인증/Korea Quality],강원특별자치도 강릉시 운정길 63 선교장 null,B02011600,245000,32,N/A,N/A
Accommodation,587289,강릉시 청소년 해양수련원,강원특별자치도 강릉시 주문진읍 동해대로 4940 (주문진읍),A03020200,106000,32,N/A,N/A
Accommodation,3535524,강릉엘모텔,강원특별자치도 강릉시 성덕포남로149번길 14 (포남동) null,B02010900,87000,32,N/A,N/A
Accommodation,2531222,강릉오죽한옥마을,강원특별자치도 강릉시 죽헌길 114 (죽헌동) null,B02011600,199000,32,N/A,N/A
Accommodation,3539791,강문애,강원특별자치도 강릉시 창해로 245 (강문동) 강문애게스트하우스,Camping,64000,32,N/A,N/A
Accommodation,138547,강변에서 황토콘도,강원특별자치도 인제군 인제읍 내린천로 5384 null,Guesthouse,63000,32,N/A,N/A
Accommodation,678537,강변의수채화 펜션,강원특별자치도 홍천군 북방면 노일로310번길 15 null,Guesthouse,221000,32,N/A,N/A
Accommodation,2760767,강애산애펜션,강원특별자치도 평창군 봉평면 흥정계곡1길 23 null,Guesthouse,133000,32,N/A,N/A
Accommodation,2568981,강이있는풍경펜션,경상북도 문경시 마성면 구랑로 333 null,Guesthouse,60000,35,N/A,N/A
Accommodation,137913,강이흐르는마을 펜션,강원특별자치도 정선군 정선읍 군언길 129 null,Guesthouse,144000,32,N/A,N/A
Accommodation,3532937,강진 자연드림,전라남도 강진군 대구면 백사1길 38 null,Guesthouse,54000,38,N/A,N/A
Accommodation,136962,강천각모텔,전북특별자치도 순창군 팔덕면 강천산길 85 null,B02010900,107000,37,N/A,N/A
Accommodation,139190,강촌 느티나무마을펜션,강원특별자치도 춘천시 남산면 강촌로 80-1 null,Guesthouse,171000,32,N/A,N/A
Accommodation,1802452,강촌w펜션,강원특별자치도 춘천시 남산면 강촌로 143 null,Guesthouse,217000,32,N/A,N/A
Accommodation,2913427,강촌잠빌펜션,강원특별자치도 춘천시 남산면 강촌로 250 null,Guesthouse,129000,32,N/A,N/A
Accommodation,2814166,강현재,전라남도 보성군 가내길 31-1 null,B02011600,153000,38,N/A,N/A
Accommodation,136605,강화유스호스텔,인천광역시 강화군 내가면 해안서로 972 null,B02010600,131000,2,N/A,N/A
Accommodation,2521964,강화평화빌리지,인천광역시 강화군 송해면 상도숭뢰길 183 null,B02010900,185000,2,N/A,N/A
Accommodation,2761333,개여울펜션,강원특별자치도 평창군 봉평면 흥정계곡3길 72 null,Guesthouse,78000,32,N/A,N/A
Accommodation,609928,기쁨이 가득한 곳,전라남도 함평군 함평읍 주포로 553 null,Guesthouse,206000,38,N/A,N/A
Accommodation,3536383,"기억스테이(ㄱstay), 메모리스테이",강원특별자치도 강릉시 창해로370번길 3 (강문동) null,Guesthouse,92000,32,N/A,N/A
Accommodation,3533119,기찬빌리지,전라남도 영암군 영암읍 기찬랜드로 41 null,Guesthouse,63000,38,N/A,N/A
Accommodation,3102202,기찬재,전라남도 영암군 영암읍 기찬랜드로 19-10 null,B02011600,161000,38,N/A,N/A
Accommodation,2602446,기헌고택,경상북도 봉화군 법전면 경체정길 18 null,B02011600,238000,35,N/A,N/A
Accommodation,2623938,길건너한옥마을,전북특별자치도 전주시 완산구 기린대로 130 (남노송동),Camping,146000,37,N/A,N/A
Accommodation,3469412,김냇과,광주광역시 동구 구성로204번길 13 (대인동) null,Camping,123000,5,N/A,N/A
Accommodation,2600301,김진호가옥,경상북도 영주시 문수면 무섬로234번길 31-8 null,B02011600,226000,35,N/A,N/A
Accommodation,143003,김천파크 관광호텔,경상북도 김천시 대항면 황학동길 35-23 null,Hotel,94000,35,N/A,N/A
Accommodation,2574186,김포아트빌리지 전통한옥숙박체험관,경기도 김포시 모담공원로 170 (운양동) null,B02011600,191000,31,N/A,N/A
Accommodation,2502642,김해 넘버25호텔,경상남도 김해시 김해대로2529번길 72-22 null,B02010900,167000,36,N/A,N/A
Accommodation,2652952,김해한옥체험관[한국관광 품질인증/Korea Quality],경상남도 김해시 왕릉길 40 김해한옥체험관 null,B02011600,150000,36,N/A,N/A
Accommodation,1365209,깊은내펜션,전라남도 장흥군 부산면 심천공원길 96 null,Guesthouse,238000,38,N/A,N/A
Accommodation,735314,까델아스,제주특별자치도 제주시 애월읍 신엄9길 46 null,Guesthouse,165000,39,N/A,N/A
Accommodation,2618541,까미노(Camino) bnb,경상남도 창원시 성산구 반송로81번길 37 (반지동),Camping,82000,36,N/A,N/A
Accommodation,2574195,까사델아야,강원특별자치도 고성군 토성면 아야진해변길 19 null,Guesthouse,51000,32,N/A,N/A
Accommodation,629269,까사모로,강원특별자치도 홍천군 서면 팔봉강변길 209-24 null,Guesthouse,110000,32,N/A,N/A
Accommodation,2913643,까사초당,강원특별자치도 강릉시 초당원길 69-1 null,B02011600,181000,32,N/A,N/A
Accommodation,138836,까펠라 모텔,대전광역시 유성구 한밭대로492번길 16-32 null,B02010900,234000,3,N/A,N/A
Accommodation,735781,꼬뜨도르 호텔,제주특별자치도 제주시 구좌읍 일주동로 1724 null,Motel,175000,39,N/A,N/A
Accommodation,2761315,꼬마성,강원특별자치도 평창군 봉평면 두리봉길 4-17 null,Guesthouse,164000,32,N/A,N/A
Accommodation,2595494,꽃과 호수의 집,"경기도 고양시 일산동구 노루목로 79 (장항동,호수마을4단지아파트) 403동 1401호",Camping,220000,31,N/A,N/A
Accommodation,2913764,꽃내음펜션,강원특별자치도 삼척시 근덕면 용화안길 172 null,Guesthouse,156000,32,N/A,N/A
Accommodation,139884,꽃뜰펜션,전라남도 보성군 회천면 일림산길 279 null,Guesthouse,180000,38,N/A,N/A
Accommodation,2621722,꽃잠,전북특별자치도 전주시 완산구 동문길 19-14 (풍남동2가),B02011600,144000,37,N/A,N/A
Accommodation,610156,꽃지화이트펜션,충청남도 태안군 안면읍 꽃지해안로 484 null,Guesthouse,201000,34,N/A,N/A
Accommodation,642301,꽃향기펜션,충청남도 태안군 안면읍 방포로 111 null,Guesthouse,182000,34,N/A,N/A
Accommodation,2575496,꾸메푸메펜션,경상남도 통영시 산양읍 논아랫개길 134-44 null,Guesthouse,74000,36,N/A,N/A
Accommodation,2607787,꿈,전북특별자치도 전주시 완산구 향교길 85-11 (교동),B02011600,129000,37,N/A,N/A
Accommodation,2528102,꿈꾸는 노마드,제주특별자치도 서귀포시 선반로 54 (강정동) null,Guesthouse,87000,39,N/A,N/A
Accommodation,3044525,꿈나무펜션,강원특별자치도 횡성군 둔내면 고원로425번길 35-1 null,Guesthouse,221000,32,N/A,N/A
Accommodation,398138,꿈속에 그린 펜션,강원특별자치도 횡성군 둔내면 두원2길 45-20 null,Guesthouse,247000,32,N/A,N/A
Accommodation,626319,꿈의궁전모텔,강원특별자치도 철원군 서면 와수1로 7 null,B02010900,159000,32,N/A,N/A
Accommodation,1891015,끄라비 펜션,제주특별자치도 서귀포시 토평로148번길 28 (토평동),Guesthouse,232000,39,N/A,N/A
Accommodation,3532664,끌리몽드 키즈풀빌라,울산광역시 울주군 서생면 해맞이로 895-34 null,Guesthouse,103000,7,N/A,N/A
Accommodation,1869305,나.미.송,제주특별자치도 제주시 애월읍 평화로 2476-10 null,Guesthouse,86000,39,N/A,N/A
Accommodation,3438674,나들방,전북특별자치도 전주시 완산구 최명희길 30 (풍남동3가) null,B02011600,110000,,N/A,N/A
Accommodation,2595871,나들한옥,경상북도 경주시 쪽샘길 4-1 (인왕동),B02011600,158000,35,N/A,N/A
Accommodation,2913780,나디아민박,강원특별자치도 삼척시 근덕면 덕산해변길 144-6 나디아민박,Hanok,224000,32,N/A,N/A
Accommodation,3438578,나루 한옥스테이 독채,전북특별자치도 전주시 완산구 전주천동로 58 (교동) null,B02011600,146000,,N/A,N/A
Accommodation,2576469,나루게스트하우스,서울특별시 마포구 양화로12길 8-12 (서교동),Camping,80000,1,N/A,N/A
Accommodation,3101971,나모:온,전라남도 순천시 호남길 140 (저전동) null,B02011600,160000,,N/A,N/A
Accommodation,2621406,나무와 새 한옥펜션,강원특별자치도 홍천군 서면 한치골길 990 null,Guesthouse,169000,32,N/A,N/A
Accommodation,2569057,나무향기펜션,경상남도 거제시 일운면 소동4길 54 null,Guesthouse,68000,36,N/A,N/A
Accommodation,3303810,나무호텔,서울특별시 광진구 아차산로76가길 12 (광장동) null,Hotel,149000,1,N/A,N/A
Accommodation,2930309,나봄 S&HOTEL,대전광역시 유성구 테크노중앙로 69 (관평동) null,Hotel,101000,3,N/A,N/A
Accommodation,1934699,나봄리조트,전북특별자치도 장수군 천천면 승마1로 60-31 null,B02010600,157000,37,N/A,N/A
Accommodation,2607806,나비호스텔,서울특별시 마포구 양화로 177-1 (동교동),Camping,210000,1,N/A,N/A
Accommodation,2626055,나이스호텔,제주특별자치도 제주시 논세길 96-38 (내도동),Camping,227000,39,N/A,N/A
Accommodation,143130,나이아가라호텔,서울특별시 강서구 양천로 743 null,Hotel,230000,1,N/A,N/A
Accommodation,3547676,나인모텔(9MOTEL),강원특별자치도 강릉시 강릉대로 267-1 (교동) null,B02010900,163000,32,N/A,N/A
Accommodation,137379,나인밸리파크,충청북도 보은군 마로면 임곡길 66-80 null,Motel,168000,33,N/A,N/A
Accommodation,2918636,나인브릭호텔,서울특별시 마포구 홍익로5길 32 (서교동) null,Hotel,170000,1,N/A,N/A
Accommodation,138365,나인브릿지콘도,제주특별자치도 서귀포시 안덕면 광평로 34-156 null,Motel,155000,39,N/A,N/A
Accommodation,2913594,나인원펜션,강원특별자치도 강릉시 안현로 114-12 null,Guesthouse,117000,32,N/A,N/A
Accommodation,3076518,나인트리 프리미어 로카우스 호텔 서울 용산,서울특별시 용산구 한강대로23길 25 (한강로3가) null,Hotel,212000,1,N/A,N/A
Accommodation,3079823,나인트리호텔 동대문,서울특별시 중구 을지로 224 (을지로5가) null,Hotel,246000,1,N/A,N/A
Accommodation,1800943,나인트리호텔 명동,서울특별시 중구 명동10길 51 null,Hotel,53000,1,N/A,N/A
Accommodation,3469427,나인호텔,경상남도 진주시 남강로 629-5 (본성동) null,Hotel,54000,36,N/A,N/A
Accommodation,595573,나폴리모텔,경상남도 통영시 통영해안로 355 null,B02010900,227000,36,N/A,N/A
Accommodation,2710726,낙산디그니티호텔,강원특별자치도 양양군 양양읍 일출로 159-5 디그니티호텔,Hotel,148000,32,N/A,N/A
Accommodation,2710618,낙산비치호텔,강원특별자치도 양양군 강현면 낙산사로 73 null,Hotel,243000,32,N/A,N/A
Accommodation,2696256,낙안재,경상북도 경주시 사정로 46-23 (사정동),B02011600,62000,35,N/A,N/A
Accommodation,1344503,낙안큰샘민박,전라남도 순천시 낙안면 읍성안길 145 null,Hanok,222000,38,N/A,N/A
Accommodation,2950466,낙원우드[한국관광 품질인증/Korea Quality],경상북도 안동시 서경지7길 34-3 null,B02011600,139000,35,N/A,N/A
Accommodation,3103193,낙원하우스,서울특별시 마포구 백범로17길 47-6 (대흥동) null,Guesthouse,53000,,N/A,N/A
Accommodation,3438242,남산스토리 나인,서울특별시 중구 퇴계로8길 93 (회현동1가) null,Camping,138000,,N/A,N/A
Accommodation,3101928,남산하이드아웃,서울특별시 중구 퇴계로18길 67-9 (남산동2가) null,Camping,228000,,N/A,N/A
Accommodation,2487684,남산호스텔,서울특별시 중구 퇴계로18길 67 (남산동2가),Camping,211000,1,N/A,N/A
Accommodation,2621257,남성각,전라남도 목포시 보리마당로50번길 2 (서산동),Camping,63000,38,N/A,N/A
Accommodation,3416791,남순재,전라남도 고흥군 점암면 장남2길 19 null,Hanok,157000,38,N/A,N/A
Accommodation,2607661,남악종택,경상북도 예천군 용문면 구계길 43-8 null,B02011600,96000,35,N/A,N/A
Accommodation,2528155,남원예촌,전북특별자치도 남원시 광한북로 17 (금동),B02011600,178000,37,N/A,N/A
Accommodation,2907740,남이섬 설리조트,강원특별자치도 춘천시 서백길 707-4 null,Guesthouse,179000,32,N/A,N/A
Accommodation,3533006,남이섬그랑나랑풀빌라,경기도 가평군 가평읍 북한강변로 1007-36 null,Guesthouse,119000,31,N/A,N/A
Accommodation,3416148,남이섬하늘사랑,경기도 가평군 가평읍 북한강변로 1101-11 null,Guesthouse,134000,31,N/A,N/A
Accommodation,2819569,남해 디풀빌라,경상남도 남해군 미조로 164 null,Guesthouse,131000,36,N/A,N/A
Accommodation,3044526,남해 산마루 펜션,경상남도 남해군 창선면 동부대로 2575-25 null,Guesthouse,59000,36,N/A,N/A
Accommodation,138886,남해 온뷰펜션,경상남도 남해군 삼동면 동부대로1122번길 128 null,Guesthouse,64000,36,N/A,N/A
Accommodation,137779,남해스포츠파크호텔,경상남도 남해군 서면 스포츠파크길 73 null,Hotel,116000,36,N/A,N/A
Accommodation,138812,남해청소년수련원,경상남도 남해군 삼동면 동부대로 1542-35 null,A03020200,52000,36,N/A,N/A
Accommodation,137499,고창 선운산 유스호스텔,전북특별자치도 고창군 아산면 선운사로 158-36 null,B02010600,94000,37,N/A,N/A
Accommodation,2049790,고창읍성한옥마을,전북특별자치도 고창군 동리로 128 한옥체험펜션 null,B02011600,227000,37,N/A,N/A
Accommodation,1204528,고추잠자리,인천광역시 부평구 동암광장로4번길 12 null,B02010900,63000,2,N/A,N/A
Accommodation,1991992,고택 한옥에서,전라남도 담양군 창평면 돌담길 88-9 null,B02011600,192000,38,N/A,N/A
Accommodation,3102105,고현,강원특별자치도 강릉시 명주로55번길 11 (홍제동) null,B02011600,107000,32,N/A,N/A
